userName,score,at,content
Mas Dienk,1,2025-04-01 07:28:38,"tolong bug di top up e wallet diselesaikan dikarenakan saya sering menggunakan fitur ini, bug nya selalu loading ketika membuka top up e wallet, tapi ketika saya ingin membeli pulsa itu normal saja"
Ade Saputra,1,2025-04-01 05:52:19,"ini kesekalian kali nya kalau pesen tuh bisa berjam-jam, padahan pesan yg langsung di antar bukan yg pilihan jam lalu pesanan dikirim tapi 1 jam lebih ga sampai-sampai. ini ngirim nya dari luar kota??? tolong dong pihal alfa lebih tegas lagi untuk karyawan yg malas-malas cari karyawan yg dedikasi tinggi terakhir kali deh pesen di alfa mending aplikasi sebelah!"
Murni,1,2025-03-31 10:47:11,enggak tau karna apa akun tiba² suruh daftar/masuk lagi udah tak masukin eh malah gagal login karna akun sudah ditutup maksudnya gimana coba?
Marietha Tarihoran,1,2025-03-30 00:29:25,"saya sudah 3 tahun menggunakan layanan alfagift yang diantar kurir, tetapi tbtb saja layanan ini tdk bsa saya gunakan untuk mengirim ke kos saya, ketika saya ingin menggunakan alamat kos malah muncul kata² "" Alamat tdk tercover layanan pengiriman kami "" apa cba kalian ini, tolong diperbaiki. mksh"
Honeeyy,5,2025-03-29 10:12:04,"sudah ok ,tapi pengantaran lama banget walaupun gratis ,waktu check out 1 jam setelah pemesanan ,tetapi dikirim sampai 3 jam lebih"
Resi Surya Agustian,1,2025-03-29 07:06:46,"Tidak bisa daftar, ketika check syarat ketentuan tidak bisa tekan simpan. tombol sudah merah dan pop up muncul secepat kilat lalu tidak muncul lagi."
Irfan Novendi,1,2025-03-29 05:25:26,"Saya pelanggan setia alfagift, tapi mohon maaf dengan sangat, pelayananya sekarang lama, request pengiriman 1 jam setelah pembayaran, setelah 2 jam menunggu jangankan dikirim, diprosespun belum, Alfamart wilayah Losari Timur, Brebes, Jateng. saya akan naikkan ratingnya menjadi 5 bila diproses lebih lanjut. terima kasih"
Barlina Lina,1,2025-03-29 03:57:57,"ini gimana si aplikasi nya, mau ubah password pake kode verifikasi ga muncul2 juga kode nya, padahal udah ada pulsa kuota apa masalah nya coba. udah dari kapan tau permasalahan nya ini mulu jadi gabisa pake point di member card nya percuma dong"
RAHMASARI ISYA,4,2025-03-29 03:13:21,TOLONG BANGET INIMA TOLONG pelayanan alfagift enak banget dan andalan banget. tapi tolong dong alamat udah lengkap nama penerima udah ada nomor juga lengkap tapi kenapa masih aja minta nomor hp atau wa di fitur pesan aplikasi. kadang notif nya itu lohh ga terbacaaaaaaaa dan jadi gabisa kirim buat alamat lain karna konfirm jadi dua kali. apa nomor wa ga muncul di alamat pesanan yang tertera di aplikasi ??
Lailatul Mustafiyah,1,2025-03-28 21:33:11,"sudah beberapa bulan g bisa dibuka karena tdk ada gambar,selalu ada pemberitahuan,syarat dan ketentuan berlaku ,tp syaratnya apa g tau karena layarnya putih semua,alias g ada tulisan apa2 dan tdk ada gambar"
Roaeti Lutvya,2,2025-03-28 15:11:45,"Bikin nyesek, Salah beli karna Barang sama Plat harganya gk sesuai, dikira harga 17,500 , pas bayar malah mbok jedug 60.000 , Padahal masih dj tokonya, tapi Minta di tukar kata kasir gk bisa, sudah keluar struk 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ , PARAH"
Alfiya Izzati,2,2025-03-28 14:57:30,"pengriman cpt si, tapi kenapa sering ke logout sendiri dah?? mana gabisa login ulang padahal nomer+pw udah bener. bahkan ud ngirim otp ke wa masuk tapi ttp gabisa login anehh. perbaiki tolong eman bgtt alfa dpt apk begini🥺"
habibah azizah,5,2025-03-28 14:23:28,"sebenarnya bagus,, cuma klaw ps promo kita gx boleh ambil, krna diambil anak toko sendiri, pdhal klaw di co msih bisa,, cuma nnti jwbannya alasan seribu kata malas debat jg"
Rismawati Marzuki,1,2025-03-28 11:19:39,"sudah 2 minggu setelah pesanan dibatalkan dan dananya belum dikembalikan. katanya sdh di titik dilihat keluar tdk ada kurir, jd bingung di titik mana?kurir sblmx bs sampe kok ini nda bs? pokoknya untuk pengembalian dananya lamaaaaaaa....."
muhammad adli,1,2025-03-28 10:31:37,"Akun baru di buat belum 1bulan dan akun ditutup maksudnya apa coba,kalau gak niat buat ya gak usah buat,aku kirim email malah tdk terkirim via aplikasi,ini akun dibuatkan kasir Alfamart bawa KTP asli"
Regita Febrianti,2,2025-03-28 10:01:51,"pesanan okee, tp kurang pantauan di kurir, pesanan belum diterima tp kurir konfirmasi kalau pesanan sudah diterima kan aneh, foto yg dipake juga gatau foto siapa"
Mifta Abdi,2,2025-03-28 06:55:34,"mau beri bintang 5 tp notif promonya tidak bisa di matikan terpisah. sangat mengecewakan, berasa papan iklan berjalan. tolong, beri kami opsi untuk mematikam notif promo. karena kami butuh notif transaksi"
Juayy Winda,4,2025-03-28 05:59:13,maaf saya kan sering belanja di apk ini ko sekarang tiba hampir semua produk nya PDA udh gada di area sih ktanya produk tidak tersedia di area anda aneh pdhal aku sering beli kalo kosong kan pasti tulisan nya stock kosong itu kenapa ya?
Zza Chalma,1,2025-03-27 13:19:37,jelek banget baru coba pembelian yang pakai pengiriman sudah bayar tapi diaplikasi masih nunggu pembayaran
Nur Amalia,1,2025-03-27 13:16:56,"barang sering ada yg tertinggal, ketelitian di setiap tokonya kurang bgt. thanks banget udah bikin saya rugi berkali-kali :)"
wiwit didik setiaji,1,2025-03-27 12:58:31,Mau belanja tukar poin susah. Sudah belanja tapi tidak dapat poin katanya member sudah dimasukkan.
Himawan kresna premana,1,2025-03-27 00:06:04,"Cara ngasih bintang satu di Tokonya gmn sih. Gk bisa ya. Yaudah, di apk nya aja sy kasih bintang satu biar jadi atensi. Tolonglah di cek Toko KSB TAWANGSARI. Setiap kali melakukan pemesanan selalu diselesaikan dulu sebelum dikirim. Kalo COD sih sabodo teuing. Barang datang dibayar, barang gk datang yawdah gk papa gk rugi duit juga. Kalo modelnya bayar duluan, tp barang blm dikirim tp udah diselesaikan sama kurirnya yg ada bikin khawatir pembeli lah. Tolong itu kurir kurir nya di training ulang y"
ᎪdhamNֆ,3,2025-03-26 19:54:23,"Sejauh ini udah oke walau masih belum merasakan benefit nya, palingan tinggal fitur login cuma bisa di 1 device diubah jadi bisa login di device lain minimal 3 lah soalnya repot juga kalo kita ganti hp harus login-login dulu, overall not bad lah."
Febriyanti Wahyuningtias,1,2025-03-26 15:29:05,"order jam 8 malam dikirim setengah 10 malam di chat engga ada balesan sama sekali , tiba-tiba chat sudah sampai titik lokasi padahal tidak ada siapa-siapa chat sudah sampai titik lokasi jam 21.54 tiba-tiba 21.56 status pesanan jadi pengiriman tertunda dengan keterangan ""pembeli tidak dapat di hubungi"" yang susah dihubungi kan pihak alfagift kenapa jadi pelangan yang salah aplikasi apaan si ini astaga , dihubungi untuk tanya pesanan saja susah sekali padahal sudah bayar transfer"
MUHAMMAD IMRON,1,2025-03-26 14:51:08,karena pesan melalui alfagift dichat atau telpon tidak direspon pesanan saya menunggu sampai 2 jam lebih tidak sampai padahal pembayaran telah selesai melalui e wallet.terus mau dicancel tidak bisa !!!
Jelita Mahesya Mahesya,1,2025-03-26 14:15:01,Vochernya bohong... sebelum beli mohon cek dulu bagian jumlah... hitung lagi jumlah yang akan di bayar + kurangin diskon / voucher ... kenakalan penjual terletak penotalan / jumlah 2x lbih dari harganya...
Fitriana Lestari,2,2025-03-26 14:06:44,"Kecewa, beli lewat aplikasi biar gak ke habisan Dateng ke toko malah habis kacau. Harusnya kalau udh pesan tuh di simpen kan udh bayar juga. bukan bayar pas Dateng ke toko kecuali barang kaya ice cream atau Frozen food. capek"" jalan ke toko tapi barang gak ada padahal jeda dari pembayaran belum terlalu lama trs atur pengambilan juga kurang dari 30 menit setelah pembayaran. kalo emng produk kosong nonaktifkan dong 🤦"
Javelin Kevin,1,2025-03-26 13:34:15,pin udah benar. di komputer kasir masih salah. ubah pin dari petunjuk kasir email nya lambat masuk. tolong donk do perbaiki dulu sistem nya. percuma jadi member kalau gini cerita nya
Widya Pratiwi,2,2025-03-26 06:56:53,"Sebenarnya aplikasi ini bagus jika tokonya juga melakukan pelayanan yg baik. Entah kenapa pelayanan pengiriman di daerah saya sangat lama sekali, padahal jarak rumah dan toko tidak terlalu jauh."
Aisyah Salsabilla,2,2025-03-26 06:08:11,"apk ini memang mudah untuk membantu, tp saya mesen barang milih opsi yg 1 jam setelah pembayaran, tp sama sekali belum dikirim, pdhl diapk nya proses trus, ini gmn y??"
abdul Said,1,2025-03-25 15:43:05,"alfa gimana kalo ngga ada barang konfir dulu lah masa di balikin ngga pake struk + di balikin sesuai harga barang yang udah di diskon lagi, percuma dong belanja banyak"
Kristina Megawati,1,2025-03-25 11:21:51,"ga jelas, account saya di tutup tanpa sebab.. mau di pake belanja delivery tiba tiba dah ga bisa lagi, dah buat laporan tapi tidak ada respon.."
Intan Dzakiyyah,1,2025-03-25 08:19:53,"saya kesal dengan aplikasi ini, saya sudah bayar tapi status pemesanan msh di bilang belum dn menunggu pembayaran,dan setelah dua jam berlalu pesanan di batalkan tapi duit saya tidak kembali, tolong kembalikan uang saya"
Amelia Sa,1,2025-03-25 06:45:52,"pengiriman barangnya sangat lama sekali, ga cocok buat orang yang beli barang di alfagift lagi terburu buru untuk pakai atau urgent. pelayanan alfagift mines banget, kurirnya lama bisa sampai 2 jam gimana sih alfagift niat buat aplikasi pengantar barang gasih kalau lama gini, customer jadi kecewa"
Patricia Somodimejo,1,2025-03-25 04:57:59,"Beberapa toko pelayanannya gk banget... diprosesnya sampe hampir 1 setengah jam, waktu pengantarannya jga lama padahal jaraknya cuma 2 km dari alamat saya tp sejam lebih gak nyempe2 🥲, padahal di beberapa toko lain pelayanannya cepet banget loh bahkan satu jam dari pembayaran udh dateng 🙏"
Ayuningtyas Exsa,5,2025-03-25 03:37:09,"best banget apk nya, fast respon, pengiriman cepet, kalo mager beli aja di alfagift, free ongkir mau belanja brpa aja"
Nining Seredova,5,2025-03-24 12:04:18,"Sangat membantu sekali dalam belanja kebutuhan sehari hari. Barang sesuai dengan stok yang ada di toko. Jadi tidak php seperti pesaingnya, bisa diklik ternyata diinfo stok kosong. Pengiriman juga tepat sesuai schedule yang sudah ditentukan. No drama tukang parkir, belanja tinggal klik, barang diantar"
Diah Dwi,5,2025-03-24 08:00:58,"sebenarnya udah baguss ini aplikasi.. sangat membantu irt macam saya yg kadang ga sempet keluar rumah,, pembayaran gampang, point bisa digunakan dg baik, sering banyak promo jugaa,, cuma kurang di pemantauan posisi kurir nya aja, jadi gatau udah nyampe mana kurirnya.. overall enakkk pake alfagift beserta fitur-fitur yg telah adaa, makasih alfa, semoga tetep konsisten & lebih improve lagi dg kritik dan saran..."
Mungil kecil,1,2025-03-24 05:02:38,Pengirimannya lama. Masa update dalam prosea pengiriman jam 8 tapi sampe jam 12 lebih barang gak nyampe. Malah di aplikasinya di konfirmasi pesanan diterima padahal barang belum sampe.
Lulu Adriatyy,3,2025-03-24 01:17:09,reset PIN malah gak bisa2.. Di wa Alfamart 6 digit angka bisa sedangkan di aplikasi alfagift harus 8 digit.. Jadinya gak bisa masuk di Alfagift.
Djo Djo,1,2025-03-23 14:17:29,"tidak ada respon untuk reset password sumpah buruk banget,, gimana mau login ke aplikasi kalo begini pelayanannya"
Mochammad Fahmi,1,2025-03-23 12:23:21,"kecewa sekali saya, masak sudah ada maksimal jam pengiriman ehh malah dikirim keesokan harinya, dan masak paket saya tiba tiba dibatalkan, ga ada apa apa tapi langsung dibatalkan, tolong menejemen nya diperbaiki agar tidak ada lagi yang kecewa, thanks🙏🙏"
L Hakim II,1,2025-03-23 08:36:44,"Gak pernah belanja menggunakan alfagift tapi tiba-tiba kenapa akun saya ditutup?? padahal gak pernah melakukan pelanggaran apa-apa, bahkan buka aplikasinya aja jarang"
Gie,1,2025-03-23 08:12:55,"nomor yg trdaftar bnr, password bnr, knpa pas masuk keterangan nya (MAAF AKUN ANDA SUDAH DI HAPUS) kn aneh, knapa itu.."
Santiiftsr ___,4,2025-03-23 03:56:14,"tolong alfagift aplikasinya berat banget,sinyal bagus tapi gabisa bayar transaksi tiap transaksi Kya gini Mulu keseringan hm."
Firmansyah Mlg,1,2025-03-22 09:14:45,"top up ewallet malah gak di kirim"".sudah di proses pengembalian, eh gak taunya malah melebihi batas. cape dehh. mendingan jangan download deh apk buruk ni.."
Mawar Hitam,1,2025-03-22 07:30:45,"aplikasi anehh !!!! tiba2 menutup akun pengguna tanpa pemberitahuan dulu, padahal tidak melakukan apa2. utk yg mau download mending fikir2 dulu"
Sampili,5,2025-03-22 05:26:47,mantap gratis ongkir dan ada pilihan nya mau diantar sesuai jadwal yg dipilih oleh customer sendiri dan bisa langsung sampai maksimal 1 jam setelah pembayaran...sukses selalu alfagift
Sela Lestari,1,2025-03-22 01:15:57,apk ini bagus sangat membantu cuma pengiriman selalu lambat bilang ekspres mana ada cepet cepet nya sy pernah pesen dari 9 pagi jam 4 sore blm d antar masih mending kita santai ini kita kalo lagi buru buru ga bisa d andelin harus nya adanya apk ini kurir nya d tambah karyawan nya jangan sampai costumer kesel nunggunya dan kecewa bukan sekali aja aku ke gini apalagi cabang bandung masya allah lelet nya memang semuanya antri kita harus sabar cuma sabar manusia ada batas
Syaiful Mujab,4,2025-03-21 14:43:05,"suka belanja di aplikasi sini, cuma nggak bisa menyimpan di keranjang. hapus centang berarti terhapus dari keranjang. bisakah barang di keranjang tetap tersimpan, kita belanja yang sesuai budget aja?"
sabina ina94,2,2025-03-21 12:31:31,"bingung mau kasih rate soalnya ini apk nya jelek gambar gk muncul, lemot juga kirain hp saya aja ternyata dwnld di hp suami iPhone jg sama gambar gk muncul, jd bingung mau tau barang yg mau dibeli tolong lah diperbaiki, krna saya udh sering pake alfagift klo kayak gini belanja jd bingung"
KAORI F,5,2025-03-21 09:28:37,"Terbaik dari alfagift. Aku baru aja minta dianter Satu kardus le minerale dan aku minta tolong dibawakan ke masuk sampe dapur rumah. Mas yang nganter mau dan kukasih tips 10ribu, tetep menolak. The best. Pelayanan terbaik. Makasih alfa Dieng Batu♡♡"
Francely Francellya,2,2025-03-20 16:29:18,"setelah diperbarui aplikasi alfagift, untuk redem point gak bisa.. sudah reset pin untuk redem masih tidak bisa, mohon dibantu"
Rere Temi,2,2025-03-20 15:30:17,"Tolong dong diperbarui kebijakan tracking waktu antara yg sudh kita pilih & dri pihak alfamartnya. Sudah 2/3 kali saya pesan melebihi waktu yg saya pilih. Saran saya, untuk hp yg digunakan sbg admin alfagift di setiap toko, tolong adakan bunyian setiap ada pesanan. Jadi, pesanan kmi tdk terabaikan karena alesan ramai di toko. Sebagai pembeli di rumah, mana tau keadaan di toko spt apa, tdk ada chat dri toko, tiba2 waktu udh lewat dri yg dipilih. Sama tlg perbaiki SOP bhs chat dri pegawai toko."
Delvi Mafikasari,1,2025-03-20 13:53:47,"Ini apa toko JD83-Ds sunter kemayoran aja yaa,yang pengirimannya lama banget. saya pesan jam 6 sampe jam 9 pesanan blm sampai-sampai dan ini sudah terjadi beberapa kali,pas pertama kali pakai aplikasi ini saya maklumin tapi kok ternyata setelah beberapa kali pakai memang lama sekali untuk dikirim pesanannya. Padahal saya pilih pesenan diantar setelah 1 jam transaksi. Udah coba hubungin cs nya gaada respon sama sekali. Tolong dong admin diperbaiki lagi untuk layanan di jd83-Ds sunter kemayoran."
Chantika Ashifa,1,2025-03-20 08:52:42,"entah masalah nya dimana sudah 2x order di alfagift di batalkan sepihak barang yang saya beli dan pengembalian dana nya cukup rumit. kalo harus bayar ongkir tambahan ya ngomong aja, jangan seenak nya aja. petugas toko nya pada ribet dan berbelit belit"
NELLY FITRIA,1,2025-03-20 07:20:09,"pakai aplikasi ini buat mudahin karena ga bawa motor. tapi pas mau login katanya ""akun anda telah di hapus"" diarahin buat hub cs, malah gabisa juga. aneh banget. kesel padahal tiap belanja selalu di alfa dan pakek member dg nomor yg sama."
Wasit Awan,1,2025-03-20 05:00:49,"voucher diskon ga bisa dipakai, belum dibayar aja, mau balik pengen nambah produk udah hangus, apa apaan ini, g guna vouchernya jadi nya, udah g jadi beli di alfamart, mending di indomaret aja"
Ceylintan,2,2025-03-20 03:57:55,"fiturnya gak lengkap, tidak ada opsi cancel pesanan. Saya checkout barang dan sudah payment, respon dari tokonya lama sudah menunggu hampir satu jam dan tiba-tiba konfirmasi kalau barang akan dikirimkan besok pagi dengan alasan pesanan di atas jam 21.00, padahal saya checkout dari sebelum jam 21.00."
Sauqi Muhammad,5,2025-03-20 01:45:37,"ongkir gratis, tp knp tiap pesan online produknya selalu ada yg kurang ya... saya beli handbody dll tp handbodynya gaada tp distruknya tertulis... tiap transaksi pasti saya cek, pas kurirnya udah pergi. ga mungkin kan nahan kurirnya buat mastiin pesanan."
Surya Fadhil Rifai,1,2025-03-19 15:15:00,"udah 2x pemesanan tapi lama pengiriman nya dan engga bisa dichat melalui aplikasi nya, tolong banget ini mah ya di benerin pelayanan nya, jelek banget asli dah, engga lagi lagi untuk ke 3x nya untuk pesen melalui aplikasi ini"
marwah elvira,1,2025-03-19 10:09:36,"pasan dari jam 10,ngabarin jam 2,g di balas 5 menit karna sya lgi sholat g d balas lgi malah ceklis 1,sya sudah beli langsung k alfanya,eh d kirim jam 5 sore, belanjaan jadi doubel.auto uninstall sangar kecewa"
Adya Skin beauty,1,2025-03-19 08:33:55,"mau buka aplikasi kenapa susah woiii, w kira jaringan w lemott. tes buka youtube, Shopee, tokped dll aman sentosa ternyata. pegimane mau blanja akses masuk susah bngetty"
